urls,query,answer,topic,token
https://en.wikipedia.org/wiki/Chandra_Kaluarachchi,lakshman wijesekara wife,Chandra Kaluarachchi,wife,1165
https://en.wikipedia.org/wiki/2021_Durand_Cup,2021 durand cup winner,FC Goa,winner,2339
"https://en.wikipedia.org/wiki/Lamb_House,_Kangaroo_Point",lamb house brisbane address,"9 Leopard Street, Kangaroo Point, Queensland, Australia",address,"2332,0"
https://en.wikipedia.org/wiki/Gopikandar,gopikandar pin code,814103,other,1935
https://en.wikipedia.org/wiki/Jordi_Valadon,jordi valadon nationality,Australian,nationality,705
https://en.wikipedia.org/wiki/Dharam_Sankat_Mein,neelanand baba movie name,Dharam Sankat Mein,other,1479
https://en.wikipedia.org/wiki/Malda_College,malda college address,"Rabindra Avenue, Rathbari More, P.O. + District: Malda, Pin - 732101, West Bengal, India",address,904
https://en.wikipedia.org/wiki/Ayub_Bachchu,ayub bachchu son name,Ahnaf Tazwar Ayub,son,2461
https://en.wikipedia.org/wiki/Lisa_Lynn_Masters,lisa lynn masters gossip girl rolle,Bryn Harold,other,707
https://en.wikipedia.org/wiki/Karastan,since what year karastan owned by mohawk,1993,other,383
https://en.wikipedia.org/wiki/Jethro_(comedian),jethro real name,Geoffrey McIntyre Rowe,real name,1154
https://en.wikipedia.org/wiki/Ramarajulanka,ramarajulanka pincode,533253,other,311
https://en.wikipedia.org/wiki/Toni_Cade_Bambara,toni cade bambara daughter,Karma Bene Bambara Smith,daughter,2114
https://en.wikipedia.org/wiki/Shesh_Theke_Shuru,shesh theke shuru movie release date,"June 5, 2019",release,559
https://en.wikipedia.org/wiki/Kotla_Vijaya_Bhaskara_Reddy,kotla vijaya bhaskar reddy native village,"Amakathadu, Laddagiri, Kurnool district, Andhra Pradesh, India",other,1329
https://en.wikipedia.org/wiki/Ryuji_Sasai,mystic quest composer,Ryuji Sasai and Yasuhiro Kawakami,composer,1215
https://en.wikipedia.org/wiki/Meher_Afroz_Shaon,meher afroz shaon birthday,"October 12, 1981",birthday,1595
https://en.wikipedia.org/wiki/Magizh_Thirumeni,kalaga thalaivan director name,Magizh Thirumeni,director,1079
https://en.wikipedia.org/wiki/Dorjee_Tshering_Lepcha,dt lepcha daughter,Pamin Lepcha,daughter,306
https://en.wikipedia.org/wiki/Rehman_Malik,rehman malik death date,"February 23, 2022",death date,1014
https://en.wikipedia.org/wiki/Akole_Assembly_constituency,Who was elected the MLA for the Akole Assembly Constituency in Maharashtra in the 2024 election?,Dr. Kiran Yamaji Lahamate,other,574
https://en.wikipedia.org/wiki/Kayamath,kayamath final episode date,"March 12, 2009",episode,2522
https://en.wikipedia.org/wiki/An_Invisible_Thread,how does nathan die in heroes,Killed by Sylar in Volume Four,hero,1222
https://en.wikipedia.org/wiki/Steel_Force,steel force drop height (feet),205 feet (62 meters),height,580
https://en.wikipedia.org/wiki/Hern%C3%A1dn%C3%A9meti,"What was the population of Hernádnémeti as of January 1, 2024 according to Wikipedia?","3,487",population,283
https://en.wikipedia.org/wiki/Joseph_Nsengimana,"Who was appointed Minister of Education in Rwanda on September 11, 2024?",Joseph Nsengimana,other,312
https://en.wikipedia.org/wiki/Blake_Taaffe,blake taaffe height (cm),179 cm (5 ft 10 in),height,708
https://en.wikipedia.org/wiki/Mark_Goffeney,mark goffeney cause of death,fentanyl addiction,cause of death,958
https://en.wikipedia.org/wiki/Norske_Talenter,norway got talent 2014 winner,Angelina Jordan,winner,2028
https://en.wikipedia.org/wiki/Houdini_(software),houdini 19 release date,"October 27, 2021",release,2516
https://en.wikipedia.org/wiki/M._N._Karassery,mn karassery full name,Mohiyuddin Nadukkandiyil Karassery,full name,494
https://en.wikipedia.org/wiki/Berkeley_Heights_station,berkeley heights train station address,"161 Sherman Avenue, Berkeley Heights, New Jersey",height,246
https://en.wikipedia.org/wiki/Andrew_Catalon,andrew catalon college,S.I. Newhouse School of Public Communications at Syracuse University,college,634
https://en.wikipedia.org/wiki/Gerald_Chan,owner of heckfield place,Gerald Chan,owner,631
https://en.wikipedia.org/wiki/Kodupunna_Govinda_Ganakan,koduppunna is pen name of,Govinda Ganakan,other,133
https://en.wikipedia.org/wiki/My_Filthy_Spirit_Bomb,g mo skee real name,Jaron Johnson,real name,799
https://en.wikipedia.org/wiki/Radhika_Pandit,radhika pandit native language,Konkani,other,2288
https://en.wikipedia.org/wiki/Keddaso,keddasa festival 2024 date,February 2024,other,761
https://en.wikipedia.org/wiki/Yvngxchris,yvngxchris birthday,"November 21, 2004",birthday,1125
https://en.wikipedia.org/wiki/Gateway_station_(SkyTrain),gateway skytrain station address,"13401 108 Avenue in Surrey, British Columbia, Canada",address,389
https://en.wikipedia.org/wiki/Uma_Ramanan,uma ramanan death date,"May 1, 2024",death date,3452
https://en.wikipedia.org/wiki/Stark_State_College,stark state college mascot,Spartan,college,591
https://en.wikipedia.org/wiki/Seekae,members of seekae,"Alex Cameron, George Nicholas, and John Hassell",other,1281
https://en.wikipedia.org/wiki/Caroline_(Amin%C3%A9_song),caroline amine release date,"March 9, 2016",release,396
https://en.wikipedia.org/wiki/Baton_Rouge_Magnet_High_School,baton rouge high school colors,Green and Gold,colors,2341
https://en.wikipedia.org/wiki/Peter_Thangaraj,peter thangaraj death reason,massive heart attack,son,1458
https://en.wikipedia.org/wiki/Reina_Hispanoamericana_2025 ,"Who was crowned Reina Hispanoamericana on February 9, 2025?",Dia Maté,other,787
https://en.wikipedia.org/wiki/Nisha_Noor,nisha noor death reason,AIDS-related complications,son,1607
https://en.wikipedia.org/wiki/Fameye,fameye full name,Peter Famiyeh Bozah,full name,839
https://en.wikipedia.org/wiki/Super_Cup_(India),super cup india 2024 winner,East Bengal FC,winner,2417
https://en.wikipedia.org/wiki/The_Roly_Mo_Show,roly mo voice actor,Wayne Forester,actor,1614
https://en.wikipedia.org/wiki/City_of_Greater_Dandenong,Who was the mayor of the City of Greater Dandenong starting in January 2025?,Cr Jim Memeti,other,1844
https://en.wikipedia.org/wiki/Edinburgh_Napier_University,Who became the Principal and Vice Chancellor of Edinburgh Napier University in January 2025?,Professor Sue Rigby,other,2044
https://en.wikipedia.org/wiki/Ranga_Chivaviro,ranga chivaviro place of birth,"Limpopo, South Africa",other,723
https://en.wikipedia.org/wiki/Winnipeg_Sea_Bears,winnipeg sea bears mascot name,Churchill,other,1201
https://en.wikipedia.org/wiki/Terveystalo,Who was the CEO of Terveystalo starting in December 2019?,Ville Iho,other,1059
"https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,_Himachal_Pradesh","Who was the president of the Bharatiya Janata Party (BJP) in Himachal Pradesh, as of April 23, 2023?",Rajeev Bindal,other,"3042,0"
https://en.wikipedia.org/wiki/Offsiders,Who was the host of the Australian sports program *Offsiders* as of January 2025?,Abbey Gelmi,other,589
https://en.wikipedia.org/wiki/List_of_Ultra_N_Project_characters,dark faust gender,female,other,2687
https://en.wikipedia.org/wiki/Orkney_(Scottish_Parliament_constituency),Who was the MSP for Orkney as of October 2023?,Liam McArthur,other,693
https://en.wikipedia.org/wiki/Diocese_of_Sabah,"Who was installed as the Bishop of Sabah on May 14, 2015?",The Right Reverend Datuk Melter Jiki bin Tais,other,2344
https://en.wikipedia.org/wiki/Dalgaon_railway_station,birpara railway station name,Dalgaon railway station,other,234
https://en.wikipedia.org/wiki/Kamasi_Washington,kamasi washington real name,Kamasi Tii Washington,real name,2442
https://en.wikipedia.org/wiki/Angela_Galuppo,claudia auditore voice actor,Angela Galuppo,actor,492
https://en.wikipedia.org/wiki/The_Dawn_of_the_Witch,the dawn of the witch japanese name,Mahōtsukai Reimeiki (魔法使い黎明期),other,2269
https://en.wikipedia.org/wiki/Heid_E._Erdrich,"Who was the inaugural Poet Laureate of Minneapolis, Minnesota in 2024?",Heid E. Erdrich,other,1702
https://en.wikipedia.org/wiki/2017_FAMAS_Awards,65th famas best actor,Daniel Padilla,actor,510
https://en.wikipedia.org/wiki/Preeti_Sudan,preeti sudan ias date of birth,"April 30, 1960",date of birth,495
https://en.wikipedia.org/wiki/Khan_Jahan_Ali_Thana,khan jahan ali thana post code,9100,other,360
https://en.wikipedia.org/wiki/Kurhani_Assembly_constituency,"Who was the Vidhayak (Member of the Legislative Assembly or MLA) for the Kurhani Assembly Constituency (Vidhan Sabha) in Bihar as of April 15, 2025?",Sri Kedar Prasad Gupta,other,764
https://en.wikipedia.org/wiki/List_of_presidents_of_Republika_Srpska,"Who was the president of Republika Srpska starting November 15, 2022?",Milorad Dodik,other,1360
https://en.wikipedia.org/wiki/Joe_Keithley,doa lead singer,"Joey ""Shithead"" Keithley",other,1065
https://en.wikipedia.org/wiki/Kim_Simplis_Barrow,dean barrow first wife,Lois Young,wife,1731
https://en.wikipedia.org/wiki/Jun_Chikuma,bomberman hero composer,Jun Chikuma (竹間 淳),hero,928
https://en.wikipedia.org/wiki/Kevin_M._Nagle,What is the birth date of Kevin M. Nagle (businessman)?,"September 15, 1954",birth date,2099
https://en.wikipedia.org/wiki/Casablanca_American_School,casablanca american school address,"Route de la Mecque, Lotissement Ougoug, Quartier Californie, 20150 Casablanca, Morocco",address,554
https://en.wikipedia.org/wiki/Northeast_Lakeview_College,northeast lakeview college mascot,Nico,college,353
https://en.wikipedia.org/wiki/Conway_Twitty_discography,conway twitty first album,"""Sings"" or ""Conway Twitty Sings"" (1959)",first,3134
https://en.wikipedia.org/wiki/Damien_Cahalane,on what date was Damien Cahalane born?,"August 10, 1992",born,1900
https://en.wikipedia.org/wiki/6_Teens,devudu varamandisthe song singer,Kumar Sanu,son,474
https://en.wikipedia.org/wiki/Nan_Su_Yati_Soe,nan su yati soe birthday,"September 18, 1987",birthday,1722
https://en.wikipedia.org/wiki/Drakenstein_Municipal_Council,"Who was elected mayor of Drakenstein Municipality on April 5, 2024?",Stephen Korabie,other,2528
https://en.wikipedia.org/wiki/Where_Is_My_Gnome%3F,travelocity gnome name,Roaming Gnome,other,1859
https://en.wikipedia.org/wiki/Noor_Jehan_Panezai,first woman deputy chairman of senate of pakistan,Dr. Noor Jehan Panezai,first,544
https://en.wikipedia.org/wiki/Vaya_(film),vaya movie director,Akin Omotoso,director,233
https://en.wikipedia.org/wiki/Victoria_Moroles,hayden romero actress,Victoria Moroles,actress,1078
https://en.wikipedia.org/wiki/Gariyoshi,first editor of the magazine gariyoshi,Chandra Prasad Saikia,first,285
https://en.wikipedia.org/wiki/Conor_Hourihane,"Who was the interim manager of Barnsley FC on April 10, 2025?",Conor Hourihane,other,2366
https://en.wikipedia.org/wiki/Dehnasar_Lake,dehnasar lake in which district,Kangra District,district,1485
https://en.wikipedia.org/wiki/Paraya_Dhan,paraya dhan music director,R. D. Burman,director,381
https://en.wikipedia.org/wiki/Ghana_women%27s_national_football_team#Coaching_staff,Who was the head coach of the Ghana Black Queens as of January 2025?,Kim Lars Björkegren,other,2676
https://en.wikipedia.org/wiki/Parinda_Ranasinghe_Jr.,"Who assumed the office of Attorney General of Sri Lanka on July 12, 2024?","K. A. Parinda Ranasinghe Jr., PC",other,387
https://en.wikipedia.org/wiki/Har_Mander_Singh,harsh mander father name,Har Mander Singh,father,798
https://en.wikipedia.org/wiki/Nomcebo_Zikode,nomcebo zikode full name,Nomcebo Nothule Zikode,full name,1381
https://en.wikipedia.org/wiki/Frankie_Fraser,frankie fraser cause of death,Complications starting during surgery on a broken leg,cause of death,1664
https://en.wikipedia.org/wiki/Sidhi_Assembly_constituency,Who won the MLA seat for the Sidhi constituency in Madhya Pradesh in the 2023 elections?,Riti Pathak,other,286
https://en.wikipedia.org/wiki/Battle_of_Fort_Myers,southernmost battle of the civil war,Battle of Fort Myers,other,849
https://en.wikipedia.org/wiki/Deshapriya_Park,deshapriya park location,"Kolkata, West Bengal, India",location,253
https://en.wikipedia.org/wiki/Ron_Karabatsos,ron karabatsos cause of death,non-communicable disease,cause of death,942
https://en.wikipedia.org/wiki/High_Sheriff_of_Bedfordshire,"Who was installed as the High Sheriff of Bedfordshire on March 22, 2025?",Camilla King,other,3356
https://en.wikipedia.org/wiki/Capite_censi,lowest class of citizens in ancient rome,Capite censi,other,194
https://en.wikipedia.org/wiki/Ramit_Dhungana,ramit dhungana debut film,Maya Namara (2003),debut,926
https://en.wikipedia.org/wiki/Victor_Conte,victor conte birthday,"July 10, 1950",birthday,1329
https://en.wikipedia.org/wiki/Kashyap_Prajapati,kashyap prajapati birth city,"Kheda, Gujarat, India",other,312
https://en.wikipedia.org/wiki/Parting_Shot,bobbi morse last episode,"Season 3, Episode 13, 'Parting Shot'",last,1968
https://en.wikipedia.org/wiki/Moodar_Koodam#Soundtrack,moodar koodam music director,Natarajan Sankaran,director,1173
https://en.wikipedia.org/wiki/Anshul_Pandey,yeh rishta kya kehlata hai naman real name,Anshul Pandey,real name,515
https://en.wikipedia.org/wiki/Tahyna_MacManus,tahyna macmanus height (feet),5′ 8″ (1.73 m),height,1013
https://en.wikipedia.org/wiki/Thiophanate-methyl,thiophanate methyl formula,C₁₂H₁₄N₄O₄S₂,other,214
https://en.wikipedia.org/wiki/Binu_Pappu,binu pappu father,Kuthiravattam Pappu,father,1347
https://en.wikipedia.org/wiki/Mana_Desam,mana desam movie release date,"November 24, 1949",release,1007
https://en.wikipedia.org/wiki/Death_of_Tina_Fontaine,tina fontaine cause of death,undetermined,cause of death,2165
https://en.wikipedia.org/wiki/Ninaivellam_Nithya,ninaivellam nithya director,C.V. Sridhar,director,987
https://en.wikipedia.org/wiki/Bodinayakkanur_Assembly_constituency,bodinayakanur assembly constituency number,200,other,563
https://en.wikipedia.org/wiki/2002_Epsom_Derby,2002 epsom derby winning horse,High Chaparral,other,1843
https://en.wikipedia.org/wiki/Edmonds_station_(SkyTrain),edmonds skytrain station address,"6944 18th Avenue, Burnaby, BC",address,685
https://en.wikipedia.org/wiki/Hawarden_Airport,egnr icao,Hawarden Airport,other,2295
https://en.wikipedia.org/wiki/Rabhasa_(soundtrack),rakaasi rakaasi song singer,N. T. Rama Rao Jr.,son,
https://en.wikipedia.org/wiki/Thooral_Ninnu_Pochchu,thooral ninnu pochu movie release date,"April 14, 1982",release,
https://en.wikipedia.org/wiki/The_Secret_House_(TV_series),the secret house number of episodes,124 episodes,episode,
https://en.wikipedia.org/wiki/Amarwara_Assembly_constituency,"Who was the MLA for the Amarwara constituency in Madhya Pradesh, India after the 2024 by-election?",Kamlesh Shah,other,
https://en.wikipedia.org/wiki/2024_Syriza_leadership_election,"Who was elected as the leader of Syriza on November 24, 2024?",Sokratis Famellos,other,
"https://en.wikipedia.org/wiki/Rajarshi_Dashrath_Autonomous_State_Medical_College,_Ayodhya",autonomous state medical college ayodhya established year,2019,college,
https://en.wikipedia.org/wiki/Alex_Vause,alex vause father,Lee Burley,father,
https://en.wikipedia.org/wiki/Shilaroo_Hockey_Stadium,highest hockey stadium in india,Shilaroo Hockey Stadium,other,
https://en.wikipedia.org/wiki/Triptycene,triptycene point group,D3h,other,
https://en.wikipedia.org/wiki/Zolbetuximab,zolbetuximab brand name,Vyloy,other,
https://en.wikipedia.org/wiki/Payal_Dev,payal dev husband name,Aditya Dev,husband,
"https://en.wikipedia.org/wiki/History_of_Harrisburg,_Pennsylvania",founder of harrisburg pa,John Harris Jr.,founder,
https://en.wikipedia.org/wiki/Rauf_Khalid,rauf khalid wife,Rubina Khalid,wife,
https://en.wikipedia.org/wiki/B._M._Hegde,bm hegde date of birth,"August 18, 1938",date of birth,
https://en.wikipedia.org/wiki/Mike_Barnes_(Hollyoaks),amy's dad hollyoaks,Mike Barnes,other,
https://en.wikipedia.org/wiki/Rotorua_Boys%27_High_School,Who was the principal of Rotorua Boys' High School in 2025?,John Kendal,other,
https://en.wikipedia.org/wiki/A._K._P._Chinraj,namakkal mp name 2023,A.K.P. Chinraj,other,
https://en.wikipedia.org/wiki/Blood_Feud_(The_Simpsons),bart simpson blood type,double O negative,son,
https://en.wikipedia.org/wiki/Saint_Ignatius_High_School_(Cleveland) ,"Who was the principal of Saint Ignatius High School in Cleveland, Ohio in April 2025?","Anthony Fior '02, Ed. D.",other,
https://en.wikipedia.org/wiki/Bagaha_Assembly_constituency,Who was the MLA for the Bagaha constituency in Bihar after the 2020 Bihar Legislative Assembly election?,Ram Singh,other,
https://en.wikipedia.org/wiki/Lovers_(Babyface_album),babyface 1st album,"Lovers (October 7, 1986)",other,
https://en.wikipedia.org/wiki/Nay_Shwe_Thway_Aung,nay shwe thway aung date of birth,"May 22, 1991",date of birth,
https://en.wikipedia.org/wiki/2025_New_Orleans_truck_attack,shamsuddin jabbar country of origin,U.S.,other,
https://en.wikipedia.org/wiki/Thommanum_Makkalum,thommanum makkalum director,Shafi,director,
https://en.wikipedia.org/wiki/Big_Brother_VIP_Kosova_season_2,How old was Iliriana Sadriu during Big Brother VIP Kosova season 2?,28 years old,son,
https://en.wikipedia.org/wiki/Summer_Cem,summer cem name,Cem Toraman,other,
https://en.wikipedia.org/wiki/Cirrus_Aircraft,founder of cirrus aircraft,Alan and Dale Klapmeier,founder,
https://en.wikipedia.org/wiki/Messy_Marv,messy marv birthday,"March 19, 1976",birthday,
https://en.wikipedia.org/wiki/Ram_Ram_Gangaram,ram ram gangaram release date,"March 5, 1977",release,
https://en.wikipedia.org/wiki/Tyson_Ritter,tyson ritter birthday,"April 24, 1984",son,
https://en.wikipedia.org/wiki/Enga_Muthalali,enga muthalali release date,"November 13, 1993",release,
https://en.wikipedia.org/wiki/My_Body_(LSG_song),my body lsg release date,October 1997,release,
https://en.wikipedia.org/wiki/DaQuan_Jeffries,What jersey number does DaQuan Jeffries wear for the Charlotte Hornets?,#3,other,
https://en.wikipedia.org/wiki/Gloria_McGehee,gloria mcgehee cause of death,heart attack,cause of death,
https://en.wikipedia.org/wiki/Im_Soo-hyang,im soo hyang debut,"2009 in the film ""4th Period Mystery""",debut,
https://en.wikipedia.org/wiki/Lyndon_Slewidge,Who was the primary national anthem singer for the Ottawa Senators from 1994 to 2016?,Lyndon Slewidge,other,
https://en.wikipedia.org/wiki/Arra_San_Agustin,arra san agustin real name,Arra Krisette San Agustin,real name,
https://en.wikipedia.org/wiki/Y._V._Subba_Reddy,yv subba reddy date of birth,"May 1, 1960",date of birth,
https://en.wikipedia.org/wiki/Muljibhai_Madhvani,madhwani surname caste,Lohana caste,other,
https://en.wikipedia.org/wiki/St._Xavier%27s_Institution_(Panihati),st xavier's institution panihati address,"H.C. Dutta Road, Panihati (Sodepur), Kolkata, West Bengal, 700114, India",address,
https://en.wikipedia.org/wiki/Aggrey_Memorial_A.M.E._Zion_Senior_High_School,aggrey memorial shs motto,Semper Optimo Nitere,motto,
https://en.wikipedia.org/wiki/Teddy_Akumu,What club did Anthony Akumu join in July 2024?,Kheybar Khorramabad FC,other,
https://en.wikipedia.org/wiki/Fozia_Soomro,fozia soomro death date,"September 4, 2002",death date,
https://en.wikipedia.org/wiki/Prime_Supermarket,prime supermarket founder,Mr. Tan Hong Khoon,founder,
https://en.wikipedia.org/wiki/Marlborough_Boys%27_College,Who became the principal of Marlborough Boys' College in January 2025?,Jarrod Dunn,other,
https://en.wikipedia.org/wiki/Pretty_Boy_Swag,pretty boy swag release date,"June 8, 2010",release,
https://en.wikipedia.org/wiki/Main_Aisa_Kyun_Hoon,choreographer of main aisa kyun hoon,Prabhu Deva,other,
https://en.wikipedia.org/wiki/Gustav_Botz,gustav botz cause of death,physically induced brain injury,cause of death,
"https://en.wikipedia.org/wiki/Foss,_Oklahoma",what county is foss ok in,Washita County,county,
https://en.wikipedia.org/wiki/Epic_Battle_Fantasy,epic battle fantasy 1 release date,"May 1, 2009",release,
https://en.wikipedia.org/wiki/Oceanwide_Plaza,oceanwide plaza architect,CallisonRTKL,other,
https://en.wikipedia.org/wiki/Mikael_Daez,mikael daez birthday,"January 6, 1988",birthday,
https://en.wikipedia.org/wiki/Ateneo_de_Iloilo,ateneo de iloilo address,"Pison Avenue, San Rafael, Mandurriao, Iloilo City, Philippines",address,
"https://en.wikipedia.org/wiki/Mandarin_Oriental,_Tokyo",mandarin oriental tokyo opening date,"December 2, 2005",other,
https://en.wikipedia.org/wiki/Ho_Central,"Who was the Member of Parliament for Ho Central as of April 16, 2025?",Hon. Edem Richmond Kofi Kpotosu,other,
"https://en.wikipedia.org/wiki/Morgantown,_West_Virginia",highest point in morgantown wv,"Sky Rock, 1,398 feet (426 meters)",other,
https://en.wikipedia.org/wiki/The_Hype_(2021_TV_series),the hype winner season 2,"Winston Bartholomew Holder III, who goes by Barth",son,
https://en.wikipedia.org/wiki/Sonipur,sonipur gandhinagar pin code,382630,son,
https://en.wikipedia.org/wiki/Jonathan_Pageau,jonathan pageau birthday,"June 30, 1975",birthday,
https://en.wikipedia.org/wiki/Rylan_Wiens,rylan wiens height (feet),5 feet 7 inches (172 cm),height,
https://en.wikipedia.org/wiki/List_of_Armenian_provinces_by_Human_Development_Index,What was Armenia's Human Development Index (HDI) value for 2022?,0.786,other,
https://en.wikipedia.org/wiki/Polmacoxib,polmacoxib brand name,Acelex,other,
https://en.wikipedia.org/wiki/The_Secret_House_(TV_series),how many episodes of secret house are there,124 episodes,episode,
https://en.wikipedia.org/wiki/Northwestern_Wildcats_men%27s_basketball_statistical_leaders,Who was Northwestern's all-time leading scorer in men's basketball at the end of the 2023-2024 season?,Boo Buie,son,
https://en.wikipedia.org/wiki/Robb_Report,robb report founder,"Robert L. ""Rusty"" White",founder,
https://en.wikipedia.org/wiki/Zahoorabad_Assembly_constituency,jahurabad vidhan sabha number,377,other,
https://en.wikipedia.org/wiki/N._K._Desam,nk desam real name,N. Kuttikrishna Pillai,real name,
https://en.wikipedia.org/wiki/Catherine_Bohart,catherine bohart real name,Catherine Murphy,real name,
https://en.wikipedia.org/wiki/High_Peak_Borough_Council,Who was the Mayor of High Peak for the 2024/2025 term?,Councillor Stewart Gardner,other,
https://en.wikipedia.org/wiki/USPIS_(Brooklyn_Nine-Nine),brooklyn 99 ed helms episode,"""USPIS"" (Season 2, Episode 8)",episode,
https://en.wikipedia.org/wiki/LK_(Carolina_Carol_Bela),dj marky its the way release date,"July 8, 2002",release,
https://en.wikipedia.org/wiki/M._N._Karassery,full name of mn karassery,Mohiyuddin Nadukkandiyil Karassery,full name,
https://en.wikipedia.org/wiki/Brady_Bluhm,billy in 4c actor,Brady Bluhm,actor,
https://en.wikipedia.org/wiki/Sail_On_(song),commodores sail on release date,"July 27, 1979",release,
https://en.wikipedia.org/wiki/Ranga_Chivaviro,ranga chivaviro date of birth,"November 21, 1992",date of birth,
https://en.wikipedia.org/wiki/Nokia_Asha_310,nokia 310 release date,March 2013,release,
https://en.wikipedia.org/wiki/Subhashini_Ali,subhashini ali mother,Captain Lakshmi Sahgal (née Dr. Lakshmi Swaminadhan),mother,
https://en.wikipedia.org/wiki/Moon_Hee-joon,moon hee jun wife,Park Hye-Kyeong (Soyul),wife,
https://en.wikipedia.org/wiki/Keith_Harris_(ventriloquist),orville monkey name,Cuddles,other,
https://en.wikipedia.org/wiki/Sorell_Council,"Who became the Mayor of Sorell, Tasmania in 2024?",Janet Gatehouse,other,
https://en.wikipedia.org/wiki/2024_FIFA_U-17_Women%27s_World_Cup,Who won the FIFA U-17 Women's World Cup in 2024?,North Korea,other,
https://en.wikipedia.org/wiki/Gallahadion,1940 kentucky derby winner,Gallahadion,winner,
https://en.wikipedia.org/wiki/P%C3%A1l_Pusztai,jucika creator,Pál Pusztai,other,
https://en.wikipedia.org/wiki/Jitesh_Antapurkar,Who won the 2024 election for MLA of the Degloor Assembly constituency in Maharashtra?,Jitesh Antapurkar,other,
"https://en.wikipedia.org/wiki/Lal_Bahadur_Shastri_Stadium,_Kollam",lal bahadur shastri stadium in kerala which district,Kollam,district,
https://en.wikipedia.org/wiki/ICC_Men%27s_T20I_Team_Rankings,"What was Mongolia's ICC Men's T20I ranking as of March 26, 2025?",93rd,other,
https://en.wikipedia.org/wiki/Hamed_Traor%C3%A8,What number did Hamed Traore wear while on loan at Auxerre?,25,other,
https://en.wikipedia.org/wiki/Estudiotel_Alicante,highest building in alicante,"Estudiotel Alicante, also known as Riscal",other,
https://en.wikipedia.org/wiki/1923_Nigerian_general_election,the first general election in nigeria was held in which date,"September 20, 1923",first,
https://en.wikipedia.org/wiki/Harjeet_Brar_Bajakhana,harjeet brar bajakhana death reason,car crash,son,
https://en.wikipedia.org/wiki/Kartikeya_Sarabhai,vikram sarabhai son name,Kartikeya Sarabhai,son,
https://en.wikipedia.org/wiki/Nabarangpur_Assembly_constituency,Who won the 2024 election to become the Member of Legislative Assembly (MLA) for the Nabarangpur Assembly constituency?,Gouri Shankar Majhi,other,
https://en.wikipedia.org/wiki/Telangana_Sadhana_Samithi,telangana sadhana samithi founder,A. Narendra,founder,
https://en.wikipedia.org/wiki/Maceday_Lake_(Michigan),how deep is maceday lake (feet),117 feet (36 meters),other,
https://en.wikipedia.org/wiki/Chen_Long,chen long height (meters),1.87 meters (6 ft 2 in),height,
https://en.wikipedia.org/wiki/Bheemili_Kabaddi_Jattu,bheemili kabaddi jattu director,Tatineni Satya,director,
https://en.wikipedia.org/wiki/Phlash_Phelps,phlash phelps real name,Gordon Phelps,real name,
https://en.wikipedia.org/wiki/Ivy_Uche_Okoronkwo,first female commissioner of police in nigeria,Ivy Uche Okoronkwo,first,
https://en.wikipedia.org/wiki/Terry_Apala,terry apala real name,Terry Alexandar Ejeh,real name,
https://en.wikipedia.org/wiki/Nayae_Peyae,nayae peyae actress name,Aishwarya,actress,
https://en.wikipedia.org/wiki/Sedghi,zubin sedghi date of birth,"September 16, 1984",date of birth,
 https://en.wikipedia.org/wiki/Minister_of_Physical_Infrastructure_and_Transport,"Who became the Minister for Physical Infrastructure and Transport of Nepal on July 15, 2024?",Devendra Dahal,other,
https://en.wikipedia.org/wiki/Gultoo,gultoo director,Janardhan Chikkanna,director,
https://en.wikipedia.org/wiki/Mount_Arthur_(New_Zealand),mount arthur maori name,Tuao Wharepapa,other,
https://en.wikipedia.org/wiki/Exelastis_atomosa,exelastis atomosa family,Pterophoridae,family,
https://en.wikipedia.org/wiki/Rowan_Atkinson,rowan atkinson siblings,"three older brothers: Paul, Rodney, and Rupert.",son,
https://en.wikipedia.org/wiki/Pannalal_Patel,pannalal patel birth village,"Mandli village, Dungarpur, Rajasthan, India",other,
https://en.wikipedia.org/wiki/Yuki_Sato_(actor),kamen rider gatack actor,Yuki Sato,actor,
https://en.wikipedia.org/wiki/Ronny_Rios,ronny rios height (feet),5 feet 7½ inches (171 cm),height,
https://en.wikipedia.org/wiki/D1ce,d1ce disbandment,"January 20, 2023",other,
https://en.wikipedia.org/wiki/Tagbilaran_City_Science_High_School,tagbilaran city science high school address,"Miguel Parras Ext., Tagbilaran City, 6300 Bohol, Philippines",address,
https://en.wikipedia.org/wiki/Brooklyn_Cyclones ,"Who was the PA announcer for the Washington Wizards as of April 16, 2025?",Mark Fratto,other,
https://en.wikipedia.org/wiki/Arkansas_School_for_the_Deaf,arkansas school for the deaf mascot,Leopard,school,
https://en.wikipedia.org/wiki/Naaigal_Jaakirathai,naaigal jaakirathai director,Shakti Soundar Rajan,director,
https://en.wikipedia.org/wiki/Manuel_Conde,manuel conde full name,Manuel Pabustan Urbano,full name,
https://en.wikipedia.org/wiki/Ain%27t_No_Doubt,jimmy nail ain t no doubt release date,"June 29, 1992",release,
https://en.wikipedia.org/wiki/Balaghat_Lok_Sabha_constituency,Who was elected as the Member of Parliament for the Balaghat Lok Sabha constituency in the 2024 general election?,Bharti Pardhi,other,
https://en.wikipedia.org/wiki/Mar%C3%ADa_F%C3%A9lix_filmography,maria felix first movie,"""El Peñón de las Ánimas"" (The Rock of Souls), 1943",first,
https://en.wikipedia.org/wiki/Raja_Chinna_Roja,raja chinna roja release date,"July 20, 1989",release,
